date,adj_close,close,high,low,open,volume
2021-05-20,30.75,30.75,32.0,29.5,30.0,5078
2021-05-21,30.0,30.0,30.75,29.75,30.75,6124
2021-05-24,29.5,29.5,30.5,28.75,29.75,3192
2021-05-25,28.75,28.75,30.5,27.5,29.75,2599
2021-05-26,27.75,27.75,30.0,27.75,29.0,2459
2021-05-27,27.25,27.25,29.0,26.75,27.5,5403
2021-05-28,34.5,34.5,34.5,26.75,26.75,16814
2021-06-01,42.25,42.25,43.75,37.5,43.75,37187
2021-06-02,62.25,62.25,64.75,41.75,42.5,52699
2021-06-03,47.5,47.5,62.25,45.25,62.25,41995
2021-06-04,45.0,45.0,49.25,42.75,49.25,13543
2021-06-07,47.75,47.75,49.75,43.75,47.25,11670
2021-06-08,46.0,46.0,49.25,45.0,47.5,13330
2021-06-09,40.5,40.5,48.0,38.0,48.0,16742
2021-06-10,40.0,40.0,43.25,39.0,41.25,11360
2021-06-11,40.0,40.0,44.75,38.25,41.0,9594
2021-06-14,40.0,40.0,45.0,39.5,40.25,10900
2021-06-15,41.25,41.25,45.0,40.0,40.5,12004
2021-06-16,41.25,41.25,45.0,41.25,42.5,9539
2021-06-17,42.5,42.5,43.75,40.75,41.25,8093
2021-06-18,42.5,42.5,43.25,40.0,43.25,4140
2021-06-21,41.25,41.25,43.0,40.75,43.0,6556
2021-06-22,40.25,40.25,42.5,39.75,42.5,5346
2021-06-23,40.25,40.25,42.0,40.0,41.75,5001
2021-06-24,40.0,40.0,41.25,39.5,40.25,5205
2021-06-25,40.0,40.0,41.25,38.75,40.0,3672
2021-06-28,40.0,40.0,41.75,39.5,40.0,7564
2021-06-29,40.0,40.0,41.75,39.0,40.0,3266
2021-06-30,40.25,40.25,41.25,37.5,40.75,6713
2021-07-01,38.75,38.75,41.25,38.0,40.75,3236
2021-07-02,38.75,38.75,41.0,38.0,38.5,3114
2021-07-06,35.0,35.0,40.0,32.75,38.5,12976
2021-07-07,36.25,36.25,40.0,34.5,34.5,4620
2021-07-08,40.5,40.5,41.5,35.5,36.25,3209
2021-07-09,43.25,43.25,43.25,40.0,42.5,5630
2021-07-12,42.0,42.0,45.0,41.0,42.5,3702
2021-07-13,41.25,41.25,42.25,39.5,42.25,2882
2021-07-14,39.75,39.75,41.25,38.0,41.25,4204
2021-07-15,41.5,41.5,41.75,38.75,38.75,3515
2021-07-16,41.25,41.25,45.0,39.75,41.5,3382
2021-07-19,38.0,38.0,42.0,37.5,40.75,4335
2021-07-20,38.25,38.25,40.5,38.0,38.5,3093
2021-07-21,38.5,38.5,39.75,38.25,38.5,1866
2021-07-22,36.0,36.0,38.75,35.0,38.75,13577
2021-07-23,36.25,36.25,37.25,35.0,35.75,3484
2021-07-26,37.5,37.5,38.75,35.0,36.25,8365
2021-07-27,37.5,37.5,45.0,37.0,38.75,16560
2021-07-28,37.5,37.5,44.5,36.5,44.5,7120
2021-07-29,39.0,39.0,39.25,37.25,38.0,3668
2021-07-30,38.75,38.75,40.0,37.5,40.0,2910
2021-08-02,37.5,37.5,39.5,36.25,37.75,7041
2021-08-03,37.5,37.5,38.75,37.5,38.75,2695
2021-08-04,37.5,37.5,38.75,37.0,37.5,7369
2021-08-05,38.0,38.0,38.75,37.5,37.5,3734
2021-08-06,36.0,36.0,38.75,33.75,37.5,8607
2021-08-09,34.75,34.75,36.75,33.5,35.75,13124
2021-08-10,36.5,36.5,38.25,33.75,38.25,7127
2021-08-11,37.0,37.0,37.5,36.0,37.5,2517
2021-08-12,35.5,35.5,38.0,35.5,37.5,4003
2021-08-13,35.5,35.5,37.25,35.25,36.5,3187
2021-08-16,37.25,37.25,38.5,35.0,36.75,7332
2021-08-17,40.0,40.0,40.0,37.25,38.25,5507
2021-08-18,37.5,37.5,40.0,37.0,40.0,4850
2021-08-19,36.75,36.75,38.75,36.25,37.25,2558
2021-08-20,35.75,35.75,37.25,35.0,36.75,3434
2021-08-23,35.5,35.5,37.0,35.0,35.0,6764
2021-08-24,35.25,35.25,37.0,35.0,35.5,4058
2021-08-25,35.75,35.75,36.25,35.0,35.25,3607
2021-08-26,35.5,35.5,36.5,34.5,36.5,3828
2021-08-27,35.0,35.0,37.5,34.75,36.0,5368
2021-08-30,34.5,34.5,36.25,33.0,34.5,9368
2021-08-31,35.0,35.0,35.75,33.75,34.5,2432
2021-09-01,34.0,34.0,35.0,33.0,35.0,6507
2021-09-02,33.5,33.5,35.0,33.0,35.0,3996
2021-09-03,33.5,33.5,35.0,32.75,33.75,3743
2021-09-07,32.5,32.5,33.25,30.5,32.75,6020
2021-09-08,31.75,31.75,32.5,31.5,32.0,1154
2021-09-09,32.25,32.25,33.25,31.5,31.5,2250
2021-09-10,33.0,33.0,33.25,32.0,32.25,1641
2021-09-13,32.75,32.75,35.0,32.75,33.75,7435
2021-09-14,30.75,30.75,33.25,30.25,30.25,4054
2021-09-15,29.75,29.75,32.5,20.75,31.5,19609
2021-09-16,30.0,30.0,31.5,27.5,30.0,5265
2021-09-17,31.0,31.0,32.25,28.75,31.25,2994
2021-09-20,28.75,28.75,31.25,25.0,31.0,14387
2021-09-21,28.25,28.25,29.5,25.0,29.5,5672
2021-09-22,30.0,30.0,30.0,26.25,26.25,2598
2021-09-23,29.0,29.0,30.5,27.75,27.75,3028
2021-09-24,28.75,28.75,29.5,27.5,29.0,2167
2021-09-27,24.75,24.75,28.25,23.75,28.25,32441
2021-09-28,22.5,22.5,24.75,22.5,24.75,20994
2021-09-29,22.25,22.25,24.75,21.25,22.5,16490
2021-09-30,26.25,26.25,28.0,21.75,23.75,9434
2021-10-01,25.0,25.0,27.0,24.5,27.0,13347
2021-10-04,22.75,22.75,25.5,22.5,24.75,8404
2021-10-05,22.25,22.25,23.75,22.0,22.5,6976
2021-10-06,22.25,22.25,23.75,22.0,22.5,4879
2021-10-07,22.25,22.25,24.0,22.0,24.0,6924
2021-10-08,22.0,22.0,23.75,21.5,22.25,6694
